816,0.031027135162490983
957,0.06133985531212317
809,0.06563177891462445
911,0.019469903800282302
242,0.023434000339218733
697,0.00743402411865316
2066,0.039984085823756045
2164,0.012780080030928048
14,0.025797099368078887
51,0.04400861734745327
176,0.030397677052204756
402,0.08921244639903975
169,0.017034033370663473
279,0.0
883,0.06950445249626008
966,0.550391492191622
633,0.07596883544999014
2026,0.08247473815564962
2030,0.032924248922708746
2154,0.0057033041445697635
726,0.015130295166074528
2008,0.13356835725162605
772,0.05305959799803609
2081,0.02154397902765811
189,0.12729829838121876
496,0.24710110918335504
24,0.0018810052851935695
50,0.010442379283493095
2018,0.004536859287791029
2019,0.020987804491823192
121,0.04800443247224117
709,0.24145939598948868
813,0.025904659909517402
977,0.20635898452229556
248,0.016820364121321107
264,0.04831308120576099
7,0.00917187679832624
27,0.09378172079161513
3,0.03984978024782695
5,0.03329454013230314
203,0.08269212887266579
261,0.10242099166441142
791,0.005615705077579399
989,0.0042206617267946805
440,0.009595775548989235
593,0.05870101305478554
819,0.40158616944819625
932,0.022967111041921957
19,0.09927700634285065
110,0.011136454090054688
823,0.5020603952854643
842,0.11301629281370716
2039,0.17630361729189
2149,0.08699364418678657
117,0.2025065330396121
125,0.09305984988193179
155,0.03961935674017867
373,0.03393181679942692
62,0.0
105,0.0
2,0.007908817358646637
16,0.0
274,0.015181070801214896
774,0.08224900821414728
122,0.06677400902356954
642,0.10566618883915727
542,0.047887436098180226
728,0.06750472036009625
129,0.07486786776014502
623,0.011279517987440079
2000,0.11552619692996492
2001,1.0
354,0.047246004605314654
501,0.011429368630772947
10,0.03333265275572706
34,0.020604811388879665
342,0.024004770214288134
2012,0.09336879644721414
3001,0.20040115853651178
3002,0.07076849068986203
3003,0.006386022882071403
3004,0.005370907000280983
3005,0.00885392965503199
3006,0.0016807706535730451
3007,0.006065188387434192
3008,0.001954274496431735
4009,0.13778002730773364
4010,0.2766175854631958
178,0.01900579347136049
179,0.04400861734745327
132,0.17623005022033233
133,0.05984761572068781
45,0.013700746674532216
4011,0.05538376259491187
168,0.20844665073018773
169,0.04141017798083719
159,1.0000000000001095
160,0.5020603952854643
14,0.08821564792277752
16,0.06521505302339624
4012,0.00198818421017392
4013,0.0016117938190020331
